Flight Number,Type,Status,Departure IATA Code,Departure ICAO Code,Scheduled Time,Actual Time,Arrival IATA Code,Arrival ICAO Code,Arrival Estimated Time,Days,Month,Year,Hour
633,departure,active,isb,opis,2023-10-31 03:10:00,,doh,othh,,31,Oct,2023,3
6028,departure,active,isb,opis,2023-10-18 09:45:00,,doh,othh,,18,Oct,2023,9
605,departure,cancelled,isb,opis,2023-10-24 10:50:00,,gil,opgt,,24,Oct,2023,10
451,departure,cancelled,isb,opis,2023-10-17 10:30:00,,kdu,opsd,,17,Oct,2023,10
613,departure,active,isb,opis,2023-10-21 09:20:00,2023-10-21 09:44:00,dxb,omdb,2023-10-21 11:32:00,21,Oct,2023,9
7911,departure,active,isb,opis,2023-10-19 09:45:00,2023-10-19 10:03:00,doh,othh,2023-10-19 11:21:00,19,Oct,2023,9
348,departure,active,isb,opis,2023-10-24 15:45:00,2023-10-24 15:36:00,mct,ooms,2023-10-24 17:13:00,24,Oct,2023,15
703,departure,active,isb,opis,2023-10-19 06:10:00,2023-10-19 06:20:00,shj,omsj,2023-10-19 08:09:00,19,Oct,2023,6
673,departure,active,isb,opis,2023-10-29 15:40:00,2023-10-29 15:49:00,khi,opkc,2023-10-29 17:24:00,29,Oct,2023,15
631,departure,cancelled,isb,opis,2023-10-29 15:40:00,,skz,opsk,,29,Oct,2023,15
5711,departure,active,isb,opis,2023-10-29 06:25:00,,ist,ltfm,,29,Oct,2023,6
671,departure,active,isb,opis,2023-10-16 09:45:00,2023-10-16 09:52:00,khi,opkc,2023-10-16 11:32:00,16,Oct,2023,9
301,departure,cancelled,isb,opis,2023-10-29 10:00:00,,khi,opkc,,29,Oct,2023,10
673,departure,active,isb,opis,2023-10-28 15:40:00,2023-10-28 15:51:00,khi,opkc,2023-10-28 17:18:00,28,Oct,2023,15
7571,departure,active,isb,opis,2023-10-18 09:20:00,,dxb,omdb,,18,Oct,2023,9
718,departure,active,isb,opis,2023-10-22 06:10:00,,jed,oejn,,22,Oct,2023,6
451,departure,active,isb,opis,2023-10-30 09:30:00,,kdu,opsd,,30,Oct,2023,9
270,departure,active,isb,opis,2023-10-24 17:40:00,2023-10-24 18:09:00,jed,oejn,2023-10-24 21:08:00,24,Oct,2023,17
613,departure,active,isb,opis,2023-10-25 09:20:00,2023-10-25 09:25:00,dxb,omdb,2023-10-25 11:13:00,25,Oct,2023,9
1572,departure,active,isb,opis,2023-10-25 03:35:00,2023-10-25 03:55:00,doh,othh,2023-10-25 05:16:00,25,Oct,2023,3
124,departure,active,isb,opis,2023-10-26 16:00:00,,khi,opkc,,26,Oct,2023,16
675,departure,active,isb,opis,2023-10-19 21:30:00,2023-10-19 21:46:00,khi,opkc,2023-10-19 23:22:00,19,Oct,2023,21
5580,departure,active,isb,opis,2023-10-30 21:35:00,2023-10-30 22:05:00,doh,othh,2023-10-30 23:33:00,30,Oct,2023,21
350,departure,active,isb,opis,2023-10-28 23:20:00,2023-10-28 23:18:00,bkk,vtbs,2023-10-29 05:30:00,28,Oct,2023,23
5580,departure,active,isb,opis,2023-10-23 22:10:00,2023-10-23 22:22:00,doh,othh,2023-10-23 23:41:00,23,Oct,2023,22
605,departure,cancelled,isb,opis,2023-10-27 10:50:00,,gil,opgt,,27,Oct,2023,10
325,departure,cancelled,isb,opis,2023-10-29 07:00:00,,uet,opqt,,29,Oct,2023,7
126,departure,cancelled,isb,opis,2023-10-20 22:00:00,,khi,opkc,,20,Oct,2023,22
149,departure,active,isb,opis,2023-10-29 20:00:00,,dwc,omdw,,29,Oct,2023,20
6174,departure,active,isb,opis,2023-10-16 22:10:00,,doh,othh,,16,Oct,2023,22
122,departure,unknown,isb,opis,2023-10-30 10:00:00,,khi,opkc,,30,Oct,2023,10
928,departure,active,isb,opis,2023-10-18 16:30:00,,kbl,oakb,,18,Oct,2023,16
3892,departure,active,isb,opis,2023-10-25 19:30:00,,auh,omaa,,25,Oct,2023,19
725,departure,active,isb,opis,2023-10-18 09:10:00,2023-10-18 09:22:00,ruh,oerk,2023-10-18 10:55:00,18,Oct,2023,9
6635,departure,active,isb,opis,2023-10-29 08:40:00,,doh,othh,,29,Oct,2023,8
316,departure,active,isb,opis,2023-10-24 04:15:00,,ruh,oerk,,24,Oct,2023,4
434,departure,active,isb,opis,2023-10-29 14:00:00,,njf,orni,,29,Oct,2023,14
274,departure,active,isb,opis,2023-10-26 21:05:00,2023-10-26 21:38:00,ruh,oerk,2023-10-26 23:56:00,26,Oct,2023,21
631,departure,cancelled,isb,opis,2023-10-24 15:40:00,,skz,opsk,,24,Oct,2023,15
4613,departure,active,isb,opis,2023-10-21 15:45:00,2023-10-21 15:51:00,mct,ooms,2023-10-21 17:28:00,21,Oct,2023,15
8199,departure,active,isb,opis,2023-10-30 08:35:00,,doh,othh,,30,Oct,2023,8
723,departure,active,isb,opis,2023-10-30 10:20:00,2023-10-30 10:29:00,jed,oejn,2023-10-30 13:10:00,30,Oct,2023,10
727,departure,active,isb,opis,2023-10-30 02:40:00,2023-10-30 03:01:00,jed,oejn,2023-10-30 05:50:00,30,Oct,2023,2
233,departure,cancelled,isb,opis,2023-10-24 01:25:00,,dxb,omdb,,24,Oct,2023,1
6635,departure,active,isb,opis,2023-10-28 09:45:00,2023-10-28 09:59:00,doh,othh,2023-10-28 11:19:00,28,Oct,2023,9
122,departure,cancelled,isb,opis,2023-10-26 10:00:00,,khi,opkc,,26,Oct,2023,10
369,departure,cancelled,isb,opis,2023-10-29 16:00:00,,khi,opkc,,29,Oct,2023,16
261,departure,active,isb,opis,2023-10-19 22:10:00,,auh,omaa,,19,Oct,2023,22
6372,departure,active,isb,opis,2023-10-20 09:45:00,2023-10-20 09:47:00,doh,othh,2023-10-20 11:06:00,20,Oct,2023,9
741,departure,active,isb,opis,2023-10-17 16:00:00,,jed,oejn,,17,Oct,2023,16
731,departure,active,isb,opis,2023-10-18 14:20:00,2023-10-18 14:40:00,jed,oejn,2023-10-18 17:30:00,18,Oct,2023,14
6636,departure,active,isb,opis,2023-10-16 08:30:00,2023-10-16 08:51:00,lhr,egll,2023-10-16 13:16:00,16,Oct,2023,8
725,departure,active,isb,opis,2023-10-25 09:10:00,2023-10-25 09:31:00,ruh,oerk,2023-10-25 11:23:00,25,Oct,2023,9
6185,departure,active,isb,opis,2023-10-21 03:35:00,2023-10-21 03:43:00,doh,othh,2023-10-21 04:50:00,21,Oct,2023,3
4611,departure,active,isb,opis,2023-10-20 10:00:00,2023-10-20 10:04:00,mct,ooms,2023-10-20 11:42:00,20,Oct,2023,10
206,departure,active,isb,opis,2023-10-28 03:35:00,,kwi,okkk,,28,Oct,2023,3
291,departure,active,isb,opis,2023-10-21 16:00:00,,mct,ooms,,21,Oct,2023,16
7911,departure,active,isb,opis,2023-10-23 09:45:00,,doh,othh,,23,Oct,2023,9
232,departure,active,isb,opis,2023-10-30 04:15:00,,auh,omaa,,30,Oct,2023,4
718,departure,active,isb,opis,2023-10-18 06:10:00,2023-10-18 06:21:00,jed,oejn,2023-10-18 09:17:00,18,Oct,2023,6
734,departure,active,isb,opis,2023-10-19 20:45:00,2023-10-19 20:54:00,mct,ooms,2023-10-19 22:25:00,19,Oct,2023,20
7911,departure,active,isb,opis,2023-10-28 09:45:00,2023-10-28 09:59:00,doh,othh,2023-10-28 11:19:00,28,Oct,2023,9
2496,departure,active,isb,opis,2023-10-22 22:10:00,2023-10-22 22:14:00,doh,othh,2023-10-22 23:33:00,22,Oct,2023,22
6635,departure,active,isb,opis,2023-10-16 09:45:00,,doh,othh,,16,Oct,2023,9
615,departure,active,isb,opis,2023-10-28 09:45:00,2023-10-28 09:59:00,doh,othh,2023-10-28 11:19:00,28,Oct,2023,9
232,departure,active,isb,opis,2023-10-28 04:30:00,,auh,omaa,,28,Oct,2023,4
705,departure,active,isb,opis,2023-10-17 05:50:00,,ist,ltfm,,17,Oct,2023,5
723,departure,active,isb,opis,2023-10-25 10:25:00,2023-10-25 10:34:00,jed,oejn,2023-10-25 13:20:00,25,Oct,2023,10
615,departure,active,isb,opis,2023-10-25 09:45:00,,doh,othh,,25,Oct,2023,9
5580,departure,active,isb,opis,2023-10-27 22:10:00,2023-10-27 22:41:00,doh,othh,2023-10-28 00:02:00,27,Oct,2023,22
701,departure,active,isb,opis,2023-10-23 16:05:00,2023-10-23 16:12:00,dxb,omdb,2023-10-23 18:04:00,23,Oct,2023,16
207,departure,active,isb,opis,2023-10-23 18:00:00,2023-10-23 18:12:00,khi,opkc,2023-10-23 19:49:00,23,Oct,2023,18
6635,departure,active,isb,opis,2023-10-21 09:45:00,2023-10-21 10:06:00,doh,othh,2023-10-21 11:27:00,21,Oct,2023,9
615,departure,active,isb,opis,2023-10-30 08:35:00,,doh,othh,,30,Oct,2023,8
5580,departure,active,isb,opis,2023-10-16 22:10:00,,doh,othh,,16,Oct,2023,22
613,departure,active,isb,opis,2023-10-17 09:20:00,,dxb,omdb,,17,Oct,2023,9
201,departure,active,isb,opis,2023-10-21 10:30:00,,khi,opkc,,21,Oct,2023,10
309,departure,cancelled,isb,opis,2023-10-17 19:00:00,,khi,opkc,,17,Oct,2023,19
6028,departure,active,isb,opis,2023-10-26 09:45:00,2023-10-26 09:57:00,doh,othh,2023-10-26 11:17:00,26,Oct,2023,9
309,departure,active,isb,opis,2023-10-23 19:00:00,2023-10-23 19:21:00,khi,opkc,2023-10-23 20:57:00,23,Oct,2023,19
126,departure,active,isb,opis,2023-10-22 22:00:00,,khi,opkc,,22,Oct,2023,22
210,departure,active,isb,opis,2023-10-19 02:50:00,2023-10-19 03:13:00,dxb,omdb,2023-10-19 05:14:00,19,Oct,2023,2
673,departure,active,isb,opis,2023-10-31 15:40:00,2023-10-31 16:13:00,khi,opkc,2023-10-31 17:50:00,31,Oct,2023,15
230,departure,active,isb,opis,2023-10-20 10:00:00,2023-10-20 10:16:00,auh,omaa,2023-10-20 12:14:00,20,Oct,2023,10
601,departure,cancelled,isb,opis,2023-10-27 07:00:00,,gil,opgt,,27,Oct,2023,7
4613,departure,active,isb,opis,2023-10-17 15:45:00,2023-10-17 15:51:00,mct,ooms,2023-10-17 17:28:00,17,Oct,2023,15
946,departure,active,isb,opis,2023-10-17 20:30:00,2023-10-17 20:23:00,khi,opkc,2023-10-17 22:01:00,17,Oct,2023,20
260,departure,active,isb,opis,2023-10-28 08:30:00,2023-10-28 08:57:00,lhr,egll,2023-10-28 13:26:00,28,Oct,2023,8
6372,departure,active,isb,opis,2023-10-19 09:45:00,2023-10-19 10:03:00,doh,othh,2023-10-19 11:21:00,19,Oct,2023,9
701,departure,active,isb,opis,2023-10-18 14:35:00,2023-10-18 14:30:00,dxb,omdb,2023-10-18 16:22:00,18,Oct,2023,14
309,departure,cancelled,isb,opis,2023-10-25 19:00:00,,khi,opkc,,25,Oct,2023,19
211,departure,cancelled,isb,opis,2023-10-24 15:00:00,,dxb,omdb,,24,Oct,2023,15
541,departure,unknown,isb,opis,2023-10-23 08:30:00,,uet,opqt,,23,Oct,2023,8
613,departure,active,isb,opis,2023-10-27 09:20:00,,dxb,omdb,,27,Oct,2023,9
7917,departure,active,isb,opis,2023-10-25 03:35:00,2023-10-25 03:55:00,doh,othh,2023-10-25 05:16:00,25,Oct,2023,3
309,departure,active,isb,opis,2023-10-26 19:00:00,,khi,opkc,,26,Oct,2023,19
212,departure,active,isb,opis,2023-10-19 08:00:00,2023-10-19 08:27:00,shj,omsj,2023-10-19 10:30:00,19,Oct,2023,8
316,departure,active,isb,opis,2023-10-23 04:15:00,2023-10-23 04:34:00,ruh,oerk,2023-10-23 06:26:00,23,Oct,2023,4
232,departure,active,isb,opis,2023-10-17 04:30:00,,auh,omaa,,17,Oct,2023,4
703,departure,active,isb,opis,2023-10-19 03:55:00,,shj,omsj,,19,Oct,2023,3
3930,departure,active,isb,opis,2023-10-28 04:30:00,,auh,omaa,,28,Oct,2023,4
615,departure,active,isb,opis,2023-10-24 03:05:00,,dxb,omdb,,24,Oct,2023,3
6028,departure,active,isb,opis,2023-10-31 08:35:00,,doh,othh,,31,Oct,2023,8
7571,departure,active,isb,opis,2023-10-24 09:20:00,,dxb,omdb,,24,Oct,2023,9
274,departure,active,isb,opis,2023-10-22 20:05:00,2023-10-22 20:20:00,ruh,oerk,2023-10-22 22:35:00,22,Oct,2023,20
7911,departure,active,isb,opis,2023-10-24 09:45:00,2023-10-24 09:55:00,doh,othh,2023-10-24 11:14:00,24,Oct,2023,9
5711,departure,active,isb,opis,2023-10-24 05:20:00,,ist,ltfm,,24,Oct,2023,5
734,departure,active,isb,opis,2023-10-24 20:45:00,,mct,ooms,,24,Oct,2023,20
2496,departure,active,isb,opis,2023-10-18 22:10:00,2023-10-18 22:25:00,doh,othh,2023-10-18 23:33:00,18,Oct,2023,22
5557,departure,active,isb,opis,2023-10-24 03:35:00,2023-10-24 03:51:00,doh,othh,2023-10-24 05:10:00,24,Oct,2023,3
725,departure,active,isb,opis,2023-10-21 09:10:00,2023-10-21 09:19:00,ruh,oerk,2023-10-21 11:12:00,21,Oct,2023,9
3930,departure,active,isb,opis,2023-11-01 04:15:00,,auh,omaa,,1,Nov,2023,4
660,departure,cancelled,isb,opis,2023-10-19 13:40:00,,cjl,opch,,19,Oct,2023,13
601,departure,cancelled,isb,opis,2023-10-18 07:00:00,,gil,opgt,,18,Oct,2023,7
681,departure,cancelled,isb,opis,2023-10-19 17:30:00,,mux,opmt,,19,Oct,2023,17
7917,departure,active,isb,opis,2023-10-23 03:35:00,2023-10-23 03:47:00,doh,othh,2023-10-23 05:03:00,23,Oct,2023,3
703,departure,active,isb,opis,2023-10-22 03:55:00,,shj,omsj,,22,Oct,2023,3
316,departure,active,isb,opis,2023-10-31 04:05:00,,ruh,oerk,,31,Oct,2023,4
124,departure,active,isb,opis,2023-10-20 16:00:00,2023-10-20 16:42:00,khi,opkc,2023-10-20 18:20:00,20,Oct,2023,16
206,departure,active,isb,opis,2023-10-25 04:50:00,2023-10-25 05:12:00,kwi,okkk,2023-10-25 06:48:00,25,Oct,2023,4
270,departure,active,isb,opis,2023-10-28 17:20:00,2023-10-28 17:51:00,jed,oejn,2023-10-28 20:50:00,28,Oct,2023,17
713,departure,active,isb,opis,2023-10-16 16:05:00,,med,oema,,16,Oct,2023,16
2496,departure,active,isb,opis,2023-10-27 22:10:00,2023-10-27 22:41:00,doh,othh,2023-10-28 00:02:00,27,Oct,2023,22
6028,departure,active,isb,opis,2023-10-24 09:45:00,2023-10-24 09:55:00,doh,othh,2023-10-24 11:14:00,24,Oct,2023,9
503,departure,unknown,isb,opis,2023-10-28 15:00:00,,khi,opkc,,28,Oct,2023,15
181,departure,active,isb,opis,2023-10-20 01:35:00,,shj,omsj,,20,Oct,2023,1
369,departure,cancelled,isb,opis,2023-10-30 16:00:00,,khi,opkc,,30,Oct,2023,16
605,departure,active,isb,opis,2023-10-20 10:50:00,,gil,opgt,,20,Oct,2023,10
858,departure,active,isb,opis,2023-10-23 11:25:00,2023-10-23 11:43:00,uet,opqt,2023-10-23 12:55:00,23,Oct,2023,11
6185,departure,active,isb,opis,2023-10-30 03:10:00,2023-10-30 03:32:00,doh,othh,2023-10-30 04:33:00,30,Oct,2023,3
325,departure,cancelled,isb,opis,2023-10-22 08:55:00,,uet,opqt,,22,Oct,2023,8
5557,departure,active,isb,opis,2023-10-23 03:35:00,2023-10-23 03:47:00,doh,othh,2023-10-23 05:03:00,23,Oct,2023,3
675,departure,active,isb,opis,2023-10-30 21:30:00,2023-10-30 21:31:00,khi,opkc,2023-10-30 23:03:00,30,Oct,2023,21
673,departure,active,isb,opis,2023-10-22 15:40:00,2023-10-22 15:49:00,khi,opkc,2023-10-22 17:26:00,22,Oct,2023,15
260,departure,active,isb,opis,2023-10-25 08:30:00,,lhr,egll,,25,Oct,2023,8
287,departure,active,isb,opis,2023-10-29 11:45:00,2023-10-29 11:58:00,doh,othh,2023-10-29 13:20:00,29,Oct,2023,11
718,departure,cancelled,isb,opis,2023-10-31 06:10:00,,jed,oejn,,31,Oct,2023,6
6174,departure,active,isb,opis,2023-10-18 22:10:00,2023-10-18 22:25:00,doh,othh,2023-10-18 23:33:00,18,Oct,2023,22
5557,departure,active,isb,opis,2023-10-17 03:35:00,2023-10-17 03:40:00,doh,othh,2023-10-17 04:55:00,17,Oct,2023,3
5711,departure,active,isb,opis,2023-10-30 06:25:00,2023-10-30 06:53:00,ist,ltfm,2023-10-30 11:00:00,30,Oct,2023,6
6372,departure,active,isb,opis,2023-10-26 09:45:00,2023-10-26 09:57:00,doh,othh,2023-10-26 11:17:00,26,Oct,2023,9
369,departure,cancelled,isb,opis,2023-10-27 16:00:00,,khi,opkc,,27,Oct,2023,16
216,departure,active,isb,opis,2023-10-30 13:00:00,2023-10-30 13:21:00,dxb,omdb,2023-10-30 15:14:00,30,Oct,2023,13
1572,departure,active,isb,opis,2023-10-26 03:35:00,2023-10-26 03:56:00,doh,othh,2023-10-26 05:18:00,26,Oct,2023,3
6028,departure,active,isb,opis,2023-10-17 09:45:00,,doh,othh,,17,Oct,2023,9
503,departure,unknown,isb,opis,2023-10-22 15:00:00,,khi,opkc,,22,Oct,2023,15
301,departure,active,isb,opis,2023-10-25 10:00:00,2023-10-25 10:23:00,khi,opkc,2023-10-25 12:06:00,25,Oct,2023,10
234,departure,active,isb,opis,2023-10-28 19:30:00,2023-10-28 19:55:00,auh,omaa,2023-10-28 21:55:00,28,Oct,2023,19
724,departure,active,isb,opis,2023-10-27 22:30:00,,var,lbwn,,27,Oct,2023,22
6185,departure,active,isb,opis,2023-10-24 03:35:00,2023-10-24 03:51:00,doh,othh,2023-10-24 05:10:00,24,Oct,2023,3
201,departure,active,isb,opis,2023-10-19 10:30:00,,khi,opkc,,19,Oct,2023,10
928,departure,active,isb,opis,2023-10-20 16:30:00,2023-10-20 16:37:00,kbl,oakb,2023-10-20 16:50:00,20,Oct,2023,16
633,departure,active,isb,opis,2023-10-17 03:35:00,2023-10-17 03:40:00,doh,othh,2023-10-17 04:55:00,17,Oct,2023,3
703,departure,active,isb,opis,2023-10-31 00:50:00,,shj,omsj,,31,Oct,2023,0
503,departure,active,isb,opis,2023-10-26 15:00:00,,khi,opkc,,26,Oct,2023,15
369,departure,cancelled,isb,opis,2023-10-23 16:00:00,,khi,opkc,,23,Oct,2023,16
260,departure,active,isb,opis,2023-10-16 08:30:00,2023-10-16 08:51:00,lhr,egll,2023-10-16 13:16:00,16,Oct,2023,8
251,departure,active,isb,opis,2023-10-18 08:00:00,,kdu,opsd,,18,Oct,2023,8
503,departure,unknown,isb,opis,2023-10-18 15:00:00,,khi,opkc,,18,Oct,2023,15
7911,departure,active,isb,opis,2023-10-31 08:35:00,,doh,othh,,31,Oct,2023,8
316,departure,active,isb,opis,2023-10-21 04:15:00,2023-10-21 04:31:00,ruh,oerk,2023-10-21 06:24:00,21,Oct,2023,4
301,departure,cancelled,isb,opis,2023-10-26 10:00:00,,khi,opkc,,26,Oct,2023,10
325,departure,active,isb,opis,2023-10-17 09:15:00,,uet,opqt,,17,Oct,2023,9
601,departure,cancelled,isb,opis,2023-10-21 07:00:00,,gil,opgt,,21,Oct,2023,7
945,departure,active,isb,opis,2023-10-19 20:30:00,,khi,opkc,,19,Oct,2023,20
503,departure,active,isb,opis,2023-10-20 15:00:00,,khi,opkc,,20,Oct,2023,15
212,departure,active,isb,opis,2023-10-24 08:00:00,2023-10-24 08:21:00,shj,omsj,2023-10-24 10:19:00,24,Oct,2023,8
505,departure,active,isb,opis,2023-10-18 19:40:00,,khi,opkc,,18,Oct,2023,19
126,departure,cancelled,isb,opis,2023-10-27 22:00:00,,khi,opkc,,27,Oct,2023,22
7571,departure,active,isb,opis,2023-10-30 09:00:00,,dxb,omdb,,30,Oct,2023,9
291,departure,cancelled,isb,opis,2023-10-19 23:30:00,,mct,ooms,,19,Oct,2023,23
505,departure,active,isb,opis,2023-10-22 22:10:00,2023-10-22 22:28:00,khi,opkc,2023-10-23 00:03:00,22,Oct,2023,22
723,departure,active,isb,opis,2023-10-24 10:25:00,2023-10-24 10:31:00,jed,oejn,2023-10-24 13:14:00,24,Oct,2023,10
230,departure,active,isb,opis,2023-10-26 10:00:00,2023-10-26 10:17:00,auh,omaa,2023-10-26 12:12:00,26,Oct,2023,10
230,departure,active,isb,opis,2023-10-24 10:00:00,2023-10-24 10:16:00,auh,omaa,2023-10-24 12:19:00,24,Oct,2023,10
346,departure,active,isb,opis,2023-10-29 10:00:00,2023-10-29 09:56:00,mct,ooms,2023-10-29 11:38:00,29,Oct,2023,10
671,departure,active,isb,opis,2023-10-28 09:45:00,2023-10-28 09:43:00,khi,opkc,2023-10-28 11:24:00,28,Oct,2023,9
124,departure,active,isb,opis,2023-10-18 16:00:00,2023-10-18 16:53:00,khi,opkc,,18,Oct,2023,16
718,departure,active,isb,opis,2023-10-25 06:10:00,2023-10-25 06:15:00,jed,oejn,2023-10-25 09:17:00,25,Oct,2023,6
233,departure,cancelled,isb,opis,2023-10-18 01:25:00,,dxb,omdb,,18,Oct,2023,1
4611,departure,active,isb,opis,2023-10-30 10:00:00,2023-10-30 09:56:00,mct,ooms,2023-10-30 11:34:00,30,Oct,2023,10
369,departure,cancelled,isb,opis,2023-10-25 16:00:00,,khi,opkc,,25,Oct,2023,16
727,departure,active,isb,opis,2023-10-29 03:05:00,,jed,oejn,,29,Oct,2023,3
124,departure,active,isb,opis,2023-10-24 16:00:00,,khi,opkc,,24,Oct,2023,16
319,departure,cancelled,isb,opis,2023-10-27 20:00:00,,khi,opkc,,27,Oct,2023,20
270,departure,active,isb,opis,2023-10-25 17:20:00,,jed,oejn,,25,Oct,2023,17
211,departure,cancelled,isb,opis,2023-10-22 14:10:00,,dxb,omdb,,22,Oct,2023,14
5711,departure,active,isb,opis,2023-10-20 05:20:00,,ist,ltfm,,20,Oct,2023,5
6413,departure,active,isb,opis,2023-10-20 22:10:00,2023-10-20 22:22:00,doh,othh,2023-10-20 23:43:00,20,Oct,2023,22
233,departure,active,isb,opis,2023-10-21 00:55:00,2023-10-21 01:10:00,dxb,omdb,2023-10-21 03:08:00,21,Oct,2023,0
671,departure,active,isb,opis,2023-10-26 09:45:00,2023-10-26 09:54:00,khi,opkc,2023-10-26 11:36:00,26,Oct,2023,9
675,departure,active,isb,opis,2023-10-23 21:30:00,2023-10-23 21:38:00,khi,opkc,2023-10-23 23:14:00,23,Oct,2023,21
615,departure,active,isb,opis,2023-10-18 09:45:00,,doh,othh,,18,Oct,2023,9
6413,departure,active,isb,opis,2023-10-23 22:10:00,2023-10-23 22:22:00,doh,othh,2023-10-23 23:41:00,23,Oct,2023,22
633,departure,active,isb,opis,2023-10-22 03:35:00,2023-10-22 03:57:00,doh,othh,2023-10-22 05:14:00,22,Oct,2023,3
725,departure,active,isb,opis,2023-10-27 09:10:00,2023-10-27 09:20:00,ruh,oerk,2023-10-27 11:17:00,27,Oct,2023,9
201,departure,active,isb,opis,2023-10-22 10:30:00,,khi,opkc,,22,Oct,2023,10
1566,departure,active,isb,opis,2023-10-25 22:10:00,2023-10-25 22:26:00,doh,othh,2023-10-25 23:52:00,25,Oct,2023,22
671,departure,active,isb,opis,2023-10-30 09:45:00,,khi,opkc,,30,Oct,2023,9
718,departure,active,isb,opis,2023-10-21 06:10:00,2023-10-21 06:20:00,jed,oejn,2023-10-21 09:17:00,21,Oct,2023,6
858,departure,active,isb,opis,2023-10-27 11:25:00,2023-10-27 11:42:00,uet,opqt,2023-10-27 12:47:00,27,Oct,2023,11
8199,departure,active,isb,opis,2023-10-18 09:45:00,,doh,othh,,18,Oct,2023,9
8311,departure,active,isb,opis,2023-10-29 03:35:00,2023-10-29 03:43:00,doh,othh,2023-10-29 05:03:00,29,Oct,2023,3
287,departure,active,isb,opis,2023-10-22 23:15:00,2023-10-22 23:26:00,doh,othh,2023-10-23 00:45:00,22,Oct,2023,23
701,departure,active,isb,opis,2023-10-22 14:35:00,2023-10-22 14:43:00,dxb,omdb,2023-10-22 16:35:00,22,Oct,2023,14
771,departure,active,isb,opis,2023-10-30 06:50:00,2023-10-30 07:05:00,bah,obbi,2023-10-30 08:41:00,30,Oct,2023,6
210,departure,active,isb,opis,2023-10-29 02:15:00,,dxb,omdb,,29,Oct,2023,2
503,departure,active,isb,opis,2023-10-21 15:00:00,,khi,opkc,,21,Oct,2023,15
5557,departure,active,isb,opis,2023-11-01 03:10:00,2023-11-01 03:22:00,doh,othh,2023-11-01 04:46:00,1,Nov,2023,3
7911,departure,active,isb,opis,2023-10-29 08:40:00,,doh,othh,,29,Oct,2023,8
671,departure,active,isb,opis,2023-10-19 09:45:00,2023-10-19 10:00:00,khi,opkc,2023-10-19 11:38:00,19,Oct,2023,9
8199,departure,active,isb,opis,2023-10-22 09:45:00,2023-10-22 09:55:00,doh,othh,2023-10-22 11:10:00,22,Oct,2023,9
245,departure,active,isb,opis,2023-10-26 11:00:00,,dmm,oedf,,26,Oct,2023,11
5557,departure,active,isb,opis,2023-10-19 03:35:00,2023-10-19 04:12:00,doh,othh,2023-10-19 05:31:00,19,Oct,2023,3
233,departure,cancelled,isb,opis,2023-10-31 01:50:00,,dxb,omdb,,31,Oct,2023,1
2496,departure,active,isb,opis,2023-10-20 22:10:00,2023-10-20 22:22:00,doh,othh,2023-10-20 23:43:00,20,Oct,2023,22
211,departure,cancelled,isb,opis,2023-10-17 15:00:00,,dxb,omdb,,17,Oct,2023,15
201,departure,active,isb,opis,2023-10-17 10:30:00,,khi,opkc,,17,Oct,2023,10
274,departure,active,isb,opis,2023-10-31 20:40:00,,ruh,oerk,,31,Oct,2023,20
1572,departure,active,isb,opis,2023-10-24 03:35:00,2023-10-24 03:51:00,doh,othh,2023-10-24 05:10:00,24,Oct,2023,3
746,departure,active,isb,opis,2023-10-20 20:20:00,2023-10-20 20:16:00,dmm,oedf,2023-10-20 21:40:00,20,Oct,2023,20
6730,departure,active,isb,opis,2023-10-21 08:30:00,2023-10-21 08:57:00,lhr,egll,2023-10-21 13:24:00,21,Oct,2023,8
660,departure,cancelled,isb,opis,2023-10-26 13:40:00,,cjl,opch,,26,Oct,2023,13
858,departure,active,isb,opis,2023-10-26 11:25:00,2023-10-26 11:47:00,uet,opqt,2023-10-26 12:57:00,26,Oct,2023,11
6034,departure,active,isb,opis,2023-10-21 03:35:00,2023-10-21 03:43:00,doh,othh,2023-10-21 04:50:00,21,Oct,2023,3
234,departure,active,isb,opis,2023-10-21 19:30:00,2023-10-21 19:36:00,auh,omaa,2023-10-21 21:36:00,21,Oct,2023,19
761,departure,active,isb,opis,2023-10-27 12:55:00,,jed,oejn,,27,Oct,2023,12
308,departure,active,isb,opis,2023-10-29 12:00:00,,kbl,oakb,,29,Oct,2023,12
270,departure,active,isb,opis,2023-10-16 17:40:00,,jed,oejn,,16,Oct,2023,17
201,departure,active,isb,opis,2023-10-23 12:00:00,2023-10-23 12:29:00,khi,opkc,2023-10-23 14:08:00,23,Oct,2023,12
613,departure,active,isb,opis,2023-10-30 09:00:00,,dxb,omdb,,30,Oct,2023,9
369,departure,cancelled,isb,opis,2023-10-31 16:00:00,,khi,opkc,,31,Oct,2023,16
576,departure,unknown,isb,opis,2023-10-22 01:55:00,,fru,ucfm,,22,Oct,2023,1
201,departure,unknown,isb,opis,2023-10-20 10:30:00,,khi,opkc,,20,Oct,2023,10
8311,departure,active,isb,opis,2023-10-25 03:35:00,2023-10-25 03:55:00,doh,othh,2023-10-25 05:16:00,25,Oct,2023,3
212,departure,active,isb,opis,2023-10-28 08:00:00,2023-10-28 08:23:00,shj,omsj,2023-10-28 10:11:00,28,Oct,2023,8
6185,departure,active,isb,opis,2023-10-29 03:35:00,2023-10-29 03:43:00,doh,othh,2023-10-29 05:03:00,29,Oct,2023,3
